page_id,year,document_id,document_page_number,printed_label,section,page_type,page_type_raw,confidence,free_text,row_count,uncertainty_count,page_image_path,source_json_path,tesseract_text_path
page:2023-11:0008,2023,2023-11,8,Page 8 of 14,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,18,0,docs/2023-11/pages/page-008.jpg,docs/2023-11/text/page-008.json,docs/2023-11/tess/page-008.txt
page:2023-11:0009,2023,2023-11,9,Page 9 of 14,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,18,0,docs/2023-11/pages/page-009.jpg,docs/2023-11/text/page-009.json,docs/2023-11/tess/page-009.txt
page:2023-11:0010,2023,2023-11,10,Page 10 of 14,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,17,0,docs/2023-11/pages/page-010.jpg,docs/2023-11/text/page-010.json,docs/2023-11/tess/page-010.txt
page:2023-11:0011,2023,2023-11,11,Page 11 of 14,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,18,0,docs/2023-11/pages/page-011.jpg,docs/2023-11/text/page-011.json,docs/2023-11/tess/page-011.txt
page:2023-11:0012,2023,2023-11,12,Page 12 of 14,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,18,0,docs/2023-11/pages/page-012.jpg,docs/2023-11/text/page-012.json,docs/2023-11/tess/page-012.txt
page:2023-11:0013,2023,2023-11,13,Page 13 of 14,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,17,0,docs/2023-11/pages/page-013.jpg,docs/2023-11/text/page-013.json,docs/2023-11/tess/page-013.txt
page:2023-11:0014,2023,2023-11,14,Page 14 of 14,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,12,1,docs/2023-11/pages/page-014.jpg,docs/2023-11/text/page-014.json,docs/2023-11/tess/page-014.txt
page:2023-12:0001,2023,2023-12,1,Page 1 of 11,Periodic Transaction Report - cover,ptr_cover,ptr_cover,medium,"# UNITED STATES HOUSE OF REPRESENTATIVES

Periodic Transaction Report

Name: Rohit Khanna

Office telephone: 202-225-2631

Status: Member of the U.S. House of Representatives checked. State: CA, District: 17.

Initial Public Offering question: No checked; Yes unchecked. Report type: Initial Report checked.

Received stamp: Legislative Resource Center, 2024 FEB 06 PM 3:54, Office of the Clerk, U.S. House of Representatives.

Transaction grid contains the pre-printed example row and the instruction ""Please see the attached"". No real transaction rows appear on this cover page.",0,0,docs/2023-12/pages/page-001.jpg,docs/2023-12/text/page-001.json,docs/2023-12/tess/page-001.txt
page:2023-12:0002,2023,2023-12,2,Page 2 of 11,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,19,1,docs/2023-12/pages/page-002.jpg,docs/2023-12/text/page-002.json,docs/2023-12/tess/page-002.txt
page:2023-12:0003,2023,2023-12,3,Page 3 of 11,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,18,0,docs/2023-12/pages/page-003.jpg,docs/2023-12/text/page-003.json,docs/2023-12/tess/page-003.txt
page:2023-12:0004,2023,2023-12,4,Page 4 of 11,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,18,0,docs/2023-12/pages/page-004.jpg,docs/2023-12/text/page-004.json,docs/2023-12/tess/page-004.txt
page:2023-12:0005,2023,2023-12,5,Page 5 of 11,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,18,0,docs/2023-12/pages/page-005.jpg,docs/2023-12/text/page-005.json,docs/2023-12/tess/page-005.txt
page:2023-12:0006,2023,2023-12,6,Page 6 of 11,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,18,1,docs/2023-12/pages/page-006.jpg,docs/2023-12/text/page-006.json,docs/2023-12/tess/page-006.txt
page:2023-12:0007,2023,2023-12,7,Page 7 of 11,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,18,0,docs/2023-12/pages/page-007.jpg,docs/2023-12/text/page-007.json,docs/2023-12/tess/page-007.txt
page:2023-12:0008,2023,2023-12,8,Page 8 of 11,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,18,0,docs/2023-12/pages/page-008.jpg,docs/2023-12/text/page-008.json,docs/2023-12/tess/page-008.txt
page:2023-12:0009,2023,2023-12,9,Page 9 of 11,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,18,1,docs/2023-12/pages/page-009.jpg,docs/2023-12/text/page-009.json,docs/2023-12/tess/page-009.txt
page:2023-12:0010,2023,2023-12,10,Page 10 of 11,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,12,1,docs/2023-12/pages/page-010.jpg,docs/2023-12/text/page-010.json,docs/2023-12/tess/page-010.txt
page:2023-12:0011,2023,2023-12,11,Page 11 of 11,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,31,1,docs/2023-12/pages/page-011.jpg,docs/2023-12/text/page-011.json,docs/2023-12/tess/page-011.txt
page:2023-13:0001,2023,2023-13,1,,Extension Request,letter,letter,medium,"# REQUEST FOR AN EXTENSION OF TIME TO FILE A FINANCIAL DISCLOSURE REPORT

Name: Rohit Khanna. Report type: Annual. Calendar year/termination date: 2023. The filer requests a 90-day extension because a 30-day extension had been granted and additional time was needed to complete the paper form. Received stamp: Legislative Resource Center, 2024 APR 23 AM 11:16. Copy sent to Legislative Resource Center on 2024-04-23. The scan is upside down.",0,2,docs/2023-13/pages/page-001.jpg,docs/2023-13/text/page-001.json,docs/2023-13/tess/page-001.txt
page:2023-15:0001,2023,2023-15,1,Page 1 of 5,Periodic Transaction Report - attached transaction table,cover,cover,medium,"# 2023 FINANCIAL DISCLOSURE REPORT

Form A for Members, Officers, and Employees. Name: Rohit Khanna. Filer status: Member of the U.S. House of Representatives, CA District 17. Report type: 2023 Annual amendment checked. Received stamp appears 2024 Nov 12 PM 2:55. Preliminary questions: assets/income Yes; transactions Yes; earned income No; liabilities No; positions No; agreements No; gifts No; travel/reimbursements Yes; charity in lieu No. IPO No; excluded trust information No; exemption No.",0,0,docs/2023-15/pages/page-001.jpg,docs/2023-15/text/page-001.json,docs/2023-15/tess/page-001.txt
page:2023-15:0002,2023,2023-15,2,Page 2 of 5,"Schedule A - Assets and ""Unearned Income""",schedule_a,schedule_a,low,,13,1,docs/2023-15/pages/page-002.jpg,docs/2023-15/text/page-002.json,docs/2023-15/tess/page-002.txt
page:2023-15:0003,2023,2023-15,3,Page 3 of 5,"Schedule A - Assets and ""Unearned Income""",schedule_a,schedule_a,low,,13,1,docs/2023-15/pages/page-003.jpg,docs/2023-15/text/page-003.json,docs/2023-15/tess/page-003.txt
page:2023-15:0004,2023,2023-15,4,Page 4 of 5,"Schedule A - Assets and ""Unearned Income""",schedule_a,schedule_a,low,,5,1,docs/2023-15/pages/page-004.jpg,docs/2023-15/text/page-004.json,docs/2023-15/tess/page-004.txt
page:2023-15:0005,2023,2023-15,5,Page 5 of 5,Filer Notes,other,other,high,"FILER NOTES

1. This amendment is being filed to update the amount of income reported for certain partnerships, pursuant to the 2024 Instruction Guide, Financial Disclosure Reports for Calendar Year 2023 and Periodic Transaction Reports. The note quotes the guidance that if a K-1 form is not received before the filing deadline, it is acceptable to provide a good faith estimate based on prior-year income, and once the K-1 is received the filer must amend the FD Report if the category of value of the good faith estimate differs from actual income received.",0,1,docs/2023-15/pages/page-005.jpg,docs/2023-15/text/page-005.json,docs/2023-15/tess/page-005.txt
page:2024-1:0001,2024,2024-1,1,Page 1 of 309,UNITED STATES HOUSE OF REPRESENTATIVES - 2024 FINANCIAL DISCLOSURE REPORT (Form A cover page),cover,cover,high,"# UNITED STATES HOUSE OF REPRESENTATIVES — 2024 FINANCIAL DISCLOSURE REPORT

Form A — For Use by Members, Officers, and Employees

Stamp: HAND DELIVERED. Page 1 of 309. (Office Use Only) handwritten initials ""MC"".

- **Name:** Rohit Khanna
- **Daytime Telephone:** 202-225-2631
- Note: ""A $200 penalty shall be assessed against any individual who files more than 30 days late.""

**FILER STATUS:** [X] Member of the U.S. House of Representatives — State: CA, District: 17. Officer or Employee: not checked; Employing Office: blank; Staff Filer Type: none checked.

**REPORT TYPE:** [X] 2024 Annual (Due: May 15, 2025). Amendment: not checked. Termination: not checked; Date of Termination: blank.

## PRELIMINARY INFORMATION — ANSWER EACH OF THESE QUESTIONS

| Question | Answer |
|---|---|
| A. Did you, your spouse, or your dependent children: a. Own any reportable asset that was worth more than $1,000 at the end of the reporting period? or b. Receive more than $200 in unearned income from any reportable asset during the reporting period? | Yes [X] |
| B. Did you, your spouse, or your dependent children purchase, sell, or exchange any securities or reportable real estate in a transaction exceeding $1,000 during the reporting period? | Yes [X] |
| C. Did you or your spouse have ""earned"" income (e.g., salaries, honoraria, or pension/IRA distributions) of $200 or more during the reporting period? | No [X] |
| D. Did you, your spouse, or your dependent child have any reportable liability (more than $10,000) at any point during the reporting period? | No [X] |
| E. Did you hold any reportable positions during the reporting period or in the current calendar year up through the date of filing? | No [X] |
| F. Did you have any reportable agreement or arrangement with an outside entity during the reporting period or in the current calendar year up through the date of filing? | No [X] |
| G. Did you, your spouse, or your dependent children receive any reportable gift(s) totaling more than $480 in value from a single source during the reporting period? | No [X] |
| H. Did you, your spouse, or your dependent child receive any reportable travel or reimbursements for travel totaling more than $480 in value from a single source during the reporting period? | No [X] |
| I. Did any individual or organization donate to charity in lieu of paying you for a speech, appearance, or article during the reporting period? | No [X] |

ATTACH THE CORRESPONDING SCHEDULE IF YOU ANSWER ""YES""

## IPO AND EXCLUSION OF SPOUSE, DEPENDENT, OR TRUST INFORMATION — ANSWER EACH OF THESE QUESTIONS

| Question | Answer |
|---|---|
| IPO — Did you purchase any shares that were allocated as a part of an Initial Public Offering during the reporting period? If you answered ""Yes"" to this question, please contact the Committee on Ethics for further guidance. | No [X] |
| TRUSTS — Details regarding ""Qualified Blind Trusts"" approved by the Committee on Ethics and certain other ""Excepted Trusts"" need not be disclosed. Have you excluded from this report details of such a trust that benefits you, your spouse, or dependent child? | No [X] |
| EXEMPTION — Have you excluded from this report any other assets, ""unearned"" income, transactions, or liabilities of a spouse or your dependent child because they meet all three tests for exemption? Do not answer ""yes"" unless you have first consulted with the Committee on Ethics. | No [X] |",0,0,ocr/pages/page-001.jpg,ocr/text/page-001.json,ocr/tess/page-001.txt
page:2024-1:0002,2024,2024-1,2,Page 2 of 309,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,high,,25,6,ocr/pages/page-002.jpg,ocr/text/page-002.json,ocr/tess/page-002.txt
page:2024-1:0003,2024,2024-1,3,Page 3 of 309,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,high,"Asset row 21 (BROAD STREET SENIOR CREDIT PARTNERS II, L.P.) has an X in the EIF column of Block A. Its Block C income type is the write-in 'Other Type of Income' column with specification 'PTN' (partnership income).",25,4,ocr/pages/page-003.jpg,ocr/text/page-003.json,ocr/tess/page-003.txt
page:2024-1:0004,2024,2024-1,4,Page 4 of 309,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,high,,25,1,ocr/pages/page-004.jpg,ocr/text/page-004.json,ocr/tess/page-004.txt
page:2024-1:0005,2024,2024-1,5,Page 5 of 309,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,high,,25,0,ocr/pages/page-005.jpg,ocr/text/page-005.json,ocr/tess/page-005.txt
page:2024-1:0006,2024,2024-1,6,Page 6 of 309,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,high,Asset row 24 (CARLYLE OPPORTUNITIES ACCESS LLC) has an X in the EIF column of Block A.,25,3,ocr/pages/page-006.jpg,ocr/text/page-006.json,ocr/tess/page-006.txt
page:2024-1:0007,2024,2024-1,7,Page 7 of 309,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,high,,25,5,ocr/pages/page-007.jpg,ocr/text/page-007.json,ocr/tess/page-007.txt
page:2024-1:0008,2024,2024-1,8,Page 8 of 309,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,high,,25,4,ocr/pages/page-008.jpg,ocr/text/page-008.json,ocr/tess/page-008.txt
page:2024-1:0009,2024,2024-1,9,Page 9 of 309,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,high,,25,4,ocr/pages/page-009.jpg,ocr/text/page-009.json,ocr/tess/page-009.txt
page:2024-1:0010,2024,2024-1,10,Page 10 of 309,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,high,,25,6,ocr/pages/page-010.jpg,ocr/text/page-010.json,ocr/tess/page-010.txt
page:2024-1:0011,2024,2024-1,11,Page 11 of 309,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,high,,25,5,ocr/pages/page-011.jpg,ocr/text/page-011.json,ocr/tess/page-011.txt
page:2024-1:0012,2024,2024-1,12,Page 12 of 309,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,high,,25,4,ocr/pages/page-012.jpg,ocr/text/page-012.json,ocr/tess/page-012.txt
page:2024-1:0013,2024,2024-1,13,Page 13 of 309,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,high,,25,4,ocr/pages/page-013.jpg,ocr/text/page-013.json,ocr/tess/page-013.txt
page:2024-1:0014,2024,2024-1,14,Page 14 of 309,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,high,,25,5,ocr/pages/page-014.jpg,ocr/text/page-014.json,ocr/tess/page-014.txt
page:2024-1:0015,2024,2024-1,15,Page 15 of 309,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,high,,12,0,ocr/pages/page-015.jpg,ocr/text/page-015.json,ocr/tess/page-015.txt
page:2024-1:0016,2024,2024-1,16,Page 16 of 309,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,high,,25,3,ocr/pages/page-016.jpg,ocr/text/page-016.json,ocr/tess/page-016.txt
page:2024-1:0017,2024,2024-1,17,Page 17 of 309,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,high,,25,4,ocr/pages/page-017.jpg,ocr/text/page-017.json,ocr/tess/page-017.txt
page:2024-1:0018,2024,2024-1,18,Page 18 of 309,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,high,,25,3,ocr/pages/page-018.jpg,ocr/text/page-018.json,ocr/tess/page-018.txt
page:2024-1:0019,2024,2024-1,19,Page 19 of 309,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,high,,24,2,ocr/pages/page-019.jpg,ocr/text/page-019.json,ocr/tess/page-019.txt
page:2024-1:0020,2024,2024-1,20,Page 20 of 309,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,high,,25,1,ocr/pages/page-020.jpg,ocr/text/page-020.json,ocr/tess/page-020.txt
page:2024-1:0021,2024,2024-1,21,Page 21 of 309,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,high,,25,1,ocr/pages/page-021.jpg,ocr/text/page-021.json,ocr/tess/page-021.txt
page:2024-1:0022,2024,2024-1,22,Page 22 of 309,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,high,,25,5,ocr/pages/page-022.jpg,ocr/text/page-022.json,ocr/tess/page-022.txt
page:2024-1:0023,2024,2024-1,23,Page 23 of 309,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,high,,25,0,ocr/pages/page-023.jpg,ocr/text/page-023.json,ocr/tess/page-023.txt
page:2024-1:0024,2024,2024-1,24,Page 24 of 309,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,high,,25,2,ocr/pages/page-024.jpg,ocr/text/page-024.json,ocr/tess/page-024.txt
page:2024-1:0025,2024,2024-1,25,Page 25 of 309,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,high,,25,2,ocr/pages/page-025.jpg,ocr/text/page-025.json,ocr/tess/page-025.txt
page:2024-1:0026,2024,2024-1,26,Page 26 of 309,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,high,,25,0,ocr/pages/page-026.jpg,ocr/text/page-026.json,ocr/tess/page-026.txt
page:2024-1:0027,2024,2024-1,27,Page 27 of 309,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,high,,25,0,ocr/pages/page-027.jpg,ocr/text/page-027.json,ocr/tess/page-027.txt
page:2024-1:0028,2024,2024-1,28,Page 28 of 309,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,high,,25,1,ocr/pages/page-028.jpg,ocr/text/page-028.json,ocr/tess/page-028.txt
page:2024-1:0029,2024,2024-1,29,Page 29 of 309,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,high,,25,2,ocr/pages/page-029.jpg,ocr/text/page-029.json,ocr/tess/page-029.txt
page:2024-1:0030,2024,2024-1,30,Page 30 of 309,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,high,,25,2,ocr/pages/page-030.jpg,ocr/text/page-030.json,ocr/tess/page-030.txt
page:2024-1:0031,2024,2024-1,31,Page 31 of 309,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,high,,25,3,ocr/pages/page-031.jpg,ocr/text/page-031.json,ocr/tess/page-031.txt
page:2024-1:0032,2024,2024-1,32,Page 32 of 309,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,high,,25,1,ocr/pages/page-032.jpg,ocr/text/page-032.json,ocr/tess/page-032.txt
page:2024-1:0033,2024,2024-1,33,Page 33 of 309,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,high,,25,2,ocr/pages/page-033.jpg,ocr/text/page-033.json,ocr/tess/page-033.txt
page:2024-1:0034,2024,2024-1,34,Page 34 of 309,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,high,,25,3,ocr/pages/page-034.jpg,ocr/text/page-034.json,ocr/tess/page-034.txt
